LotID,DateTime,Type,Value
Model021_LOT014,2025-01-12 21:18:46,temperature,83.5
Model021_LOT014,2025-01-12 21:18:46,humidity,63.7
Model021_LOT015,2025-04-04 21:26:46,thickness,2.396
Model021_LOT015,2025-04-04 21:26:46,temperature,80.9
Model021_LOT015,2025-04-04 21:26:46,humidity,32.8
Model021_LOT016,2025-01-01 14:26:46,thickness,2.693
Model021_LOT016,2025-01-01 14:26:46,temperature,82.8
Model021_LOT016,2025-01-01 14:26:46,humidity,94.3
Model022_LOT001,2025-07-18 05:52:46,thickness,0.698
Model022_LOT001,2025-07-18 05:52:46,temperature,50.0
Model022_LOT001,2025-07-18 05:52:46,humidity,51.1
Model022_LOT002,2024-11-20 16:05:46,thickness,3.236
Model022_LOT002,2024-11-20 16:05:46,temperature,78.6
Model022_LOT002,2024-11-20 16:05:46,humidity,27.9
Model022_LOT003,2025-02-08 11:25:46,thickness,1.89
Model022_LOT003,2025-02-08 11:25:46,temperature,80.1
Model022_LOT003,2025-02-08 11:25:46,humidity,76.8
Model022_LOT004,2025-05-12 15:37:46,thickness,3.737
Model022_LOT004,2025-05-12 15:37:46,temperature,47.1
Model022_LOT004,2025-05-12 15:37:46,humidity,85.2
Model022_LOT005,2024-12-07 14:55:46,thickness,8.481
Model022_LOT005,2024-12-07 14:55:46,temperature,32.5
Model022_LOT005,2024-12-07 14:55:46,humidity,45.4
Model022_LOT006,2024-12-26 21:46:46,thickness,5.312
Model022_LOT006,2024-12-26 21:46:46,temperature,37.1
Model022_LOT006,2024-12-26 21:46:46,humidity,39.1
Model022_LOT007,2025-03-21 13:09:46,thickness,1.314
Model022_LOT007,2025-03-21 13:09:46,temperature,29.1
Model022_LOT007,2025-03-21 13:09:46,humidity,94.0
Model022_LOT008,2025-01-22 05:05:46,thickness,2.685
Model022_LOT008,2025-01-22 05:05:46,temperature,29.0
Model022_LOT008,2025-01-22 05:05:46,humidity,91.9
Model022_LOT009,2025-05-18 16:47:46,thickness,1.88
Model022_LOT009,2025-05-18 16:47:46,temperature,48.7
Model022_LOT009,2025-05-18 16:47:46,humidity,46.1
Model022_LOT010,2025-02-15 20:10:46,thickness,4.193
Model022_LOT010,2025-02-15 20:10:46,temperature,83.1
Model022_LOT010,2025-02-15 20:10:46,humidity,66.1
Model022_LOT011,2024-10-16 18:55:46,thickness,6.121
Model022_LOT011,2024-10-16 18:55:46,temperature,25.6
Model022_LOT011,2024-10-16 18:55:46,humidity,80.6
Model022_LOT012,2025-06-30 21:49:46,thickness,0.981
Model022_LOT012,2025-06-30 21:49:46,temperature,51.8
Model022_LOT012,2025-06-30 21:49:46,humidity,47.7
Model022_LOT013,2025-07-03 15:21:46,thickness,4.612
Model022_LOT013,2025-07-03 15:21:46,temperature,61.8
Model022_LOT013,2025-07-03 15:21:46,humidity,57.8
Model022_LOT014,2024-12-18 01:53:46,thickness,4.447
Model022_LOT014,2024-12-18 01:53:46,temperature,21.9
Model022_LOT014,2024-12-18 01:53:46,humidity,64.1
Model022_LOT015,2025-06-10 05:11:46,thickness,9.548
Model022_LOT015,2025-06-10 05:11:46,temperature,66.0
Model022_LOT015,2025-06-10 05:11:46,humidity,73.1
Model022_LOT016,2025-04-21 14:00:46,thickness,5.097
Model022_LOT016,2025-04-21 14:00:46,temperature,23.1
Model022_LOT016,2025-04-21 14:00:46,humidity,48.0
Model022_LOT017,2024-11-29 04:07:46,thickness,7.53
Model022_LOT017,2024-11-29 04:07:46,temperature,76.0
Model022_LOT017,2024-11-29 04:07:46,humidity,32.0
Model022_LOT018,2025-07-23 00:39:46,thickness,6.782
Model022_LOT018,2025-07-23 00:39:46,temperature,40.6
Model022_LOT018,2025-07-23 00:39:46,humidity,29.5
Model022_LOT019,2025-05-11 14:43:46,thickness,5.131
Model022_LOT019,2025-05-11 14:43:46,temperature,65.7
Model022_LOT019,2025-05-11 14:43:46,humidity,57.2
Model022_LOT020,2025-03-26 00:46:46,thickness,8.466
Model022_LOT020,2025-03-26 00:46:46,temperature,41.1
Model022_LOT020,2025-03-26 00:46:46,humidity,76.8
Model022_LOT021,2025-01-17 12:03:46,thickness,1.539
Model022_LOT021,2025-01-17 12:03:46,temperature,78.4
Model022_LOT021,2025-01-17 12:03:46,humidity,25.2
Model022_LOT022,2024-12-10 23:17:46,thickness,0.973
Model022_LOT022,2024-12-10 23:17:46,temperature,44.2
Model022_LOT022,2024-12-10 23:17:46,humidity,76.4
Model023_LOT001,2025-04-21 13:08:46,thickness,5.328
Model023_LOT001,2025-04-21 13:08:46,temperature,74.4
Model023_LOT001,2025-04-21 13:08:46,humidity,37.3
Model023_LOT002,2024-10-13 18:41:46,thickness,2.964
Model023_LOT002,2024-10-13 18:41:46,temperature,40.5
Model023_LOT002,2024-10-13 18:41:46,humidity,94.8
Model023_LOT003,2024-11-24 06:11:46,thickness,6.225
Model023_LOT003,2024-11-24 06:11:46,temperature,58.8
Model023_LOT003,2024-11-24 06:11:46,humidity,37.3
Model023_LOT004,2025-04-27 23:48:46,thickness,8.302
Model023_LOT004,2025-04-27 23:48:46,temperature,60.6
Model023_LOT004,2025-04-27 23:48:46,humidity,23.9
Model023_LOT005,2024-11-25 12:19:46,thickness,3.175
Model023_LOT005,2024-11-25 12:19:46,temperature,75.0
Model023_LOT005,2024-11-25 12:19:46,humidity,32.0
Model023_LOT006,2025-02-21 21:47:46,thickness,5.112
Model023_LOT006,2025-02-21 21:47:46,temperature,41.9
Model023_LOT006,2025-02-21 21:47:46,humidity,43.1
Model023_LOT007,2025-01-22 10:17:46,thickness,3.904
Model023_LOT007,2025-01-22 10:17:46,temperature,50.4
Model023_LOT007,2025-01-22 10:17:46,humidity,24.5
Model023_LOT008,2025-08-11 20:20:46,thickness,1.972
Model023_LOT008,2025-08-11 20:20:46,temperature,82.7
Model023_LOT008,2025-08-11 20:20:46,humidity,47.1
Model023_LOT009,2025-08-25 03:47:46,thickness,8.143
Model023_LOT009,2025-08-25 03:47:46,temperature,30.1
Model023_LOT009,2025-08-25 03:47:46,humidity,40.5
Model023_LOT010,2024-09-09 09:10:46,thickness,3.838
Model023_LOT010,2024-09-09 09:10:46,temperature,68.6
Model023_LOT010,2024-09-09 09:10:46,humidity,36.8
Model023_LOT011,2025-04-19 02:00:46,thickness,4.204
Model023_LOT011,2025-04-19 02:00:46,temperature,48.0
Model023_LOT011,2025-04-19 02:00:46,humidity,57.9
Model023_LOT012,2025-04-03 02:33:46,thickness,2.785
Model023_LOT012,2025-04-03 02:33:46,temperature,48.9
Model023_LOT012,2025-04-03 02:33:46,humidity,91.0
Model023_LOT013,2025-03-28 08:20:46,thickness,5.322
Model023_LOT013,2025-03-28 08:20:46,temperature,31.7
Model023_LOT013,2025-03-28 08:20:46,humidity,30.3
Model023_LOT014,2025-03-31 09:19:46,thickness,0.715
Model023_LOT014,2025-03-31 09:19:46,temperature,82.8
Model023_LOT014,2025-03-31 09:19:46,humidity,89.8
Model023_LOT015,2024-09-30 14:50:46,thickness,2.351
Model023_LOT015,2024-09-30 14:50:46,temperature,64.8
Model023_LOT015,2024-09-30 14:50:46,humidity,58.6
Model023_LOT016,2024-09-05 03:50:46,thickness,9.333
Model023_LOT016,2024-09-05 03:50:46,temperature,74.6
Model023_LOT016,2024-09-05 03:50:46,humidity,88.7
Model023_LOT017,2025-03-16 05:29:46,thickness,0.312
Model023_LOT017,2025-03-16 05:29:46,temperature,52.2
Model023_LOT017,2025-03-16 05:29:46,humidity,39.8
Model023_LOT018,2025-03-11 01:01:46,thickness,2.906
Model023_LOT018,2025-03-11 01:01:46,temperature,56.8
Model023_LOT018,2025-03-11 01:01:46,humidity,87.1
Model023_LOT019,2024-11-29 11:56:46,thickness,5.466
Model023_LOT019,2024-11-29 11:56:46,temperature,17.5
Model023_LOT019,2024-11-29 11:56:46,humidity,39.3
Model023_LOT020,2025-03-16 03:42:46,thickness,9.248
Model023_LOT020,2025-03-16 03:42:46,temperature,21.0
Model023_LOT020,2025-03-16 03:42:46,humidity,36.3
Model023_LOT021,2024-11-23 17:35:46,thickness,8.378
Model023_LOT021,2024-11-23 17:35:46,temperature,63.3
Model023_LOT021,2024-11-23 17:35:46,humidity,80.5
Model023_LOT022,2025-07-24 00:47:46,thickness,7.36
Model023_LOT022,2025-07-24 00:47:46,temperature,83.6
Model023_LOT022,2025-07-24 00:47:46,humidity,38.9
Model023_LOT023,2025-05-31 23:03:46,thickness,9.087
Model023_LOT023,2025-05-31 23:03:46,temperature,27.0
Model023_LOT023,2025-05-31 23:03:46,humidity,59.8
Model023_LOT024,2024-10-10 22:39:46,thickness,4.492
Model023_LOT024,2024-10-10 22:39:46,temperature,19.8
Model023_LOT024,2024-10-10 22:39:46,humidity,91.4
Model024_LOT001,2024-10-13 12:02:46,thickness,7.846
Model024_LOT001,2024-10-13 12:02:46,temperature,44.9
Model024_LOT001,2024-10-13 12:02:46,humidity,39.7
Model024_LOT002,2025-01-30 18:44:46,thickness,3.658
Model024_LOT002,2025-01-30 18:44:46,temperature,57.8
Model024_LOT002,2025-01-30 18:44:46,humidity,39.9
Model024_LOT003,2025-08-25 06:24:46,thickness,8.075
Model024_LOT003,2025-08-25 06:24:46,temperature,61.2
Model024_LOT003,2025-08-25 06:24:46,humidity,53.7
Model024_LOT004,2024-09-29 15:16:46,thickness,5.544
Model024_LOT004,2024-09-29 15:16:46,temperature,49.0
Model024_LOT004,2024-09-29 15:16:46,humidity,92.8
Model024_LOT005,2024-11-06 08:48:46,thickness,9.833
Model024_LOT005,2024-11-06 08:48:46,temperature,68.7
Model024_LOT005,2024-11-06 08:48:46,humidity,79.1
Model024_LOT006,2025-07-29 20:00:46,thickness,0.226
Model024_LOT006,2025-07-29 20:00:46,temperature,35.4
Model024_LOT006,2025-07-29 20:00:46,humidity,20.6
Model024_LOT007,2025-06-24 15:15:46,thickness,1.674
Model024_LOT007,2025-06-24 15:15:46,temperature,73.9
Model024_LOT007,2025-06-24 15:15:46,humidity,38.0
Model024_LOT008,2025-01-06 21:34:46,thickness,1.433
Model024_LOT008,2025-01-06 21:34:46,temperature,65.3
Model024_LOT008,2025-01-06 21:34:46,humidity,79.5
Model024_LOT009,2025-04-29 13:05:46,thickness,0.706
Model024_LOT009,2025-04-29 13:05:46,temperature,28.8
Model024_LOT009,2025-04-29 13:05:46,humidity,88.0
Model024_LOT010,2024-10-25 10:06:46,thickness,9.616
Model024_LOT010,2024-10-25 10:06:46,temperature,66.5
Model024_LOT010,2024-10-25 10:06:46,humidity,30.3
Model024_LOT011,2024-09-01 09:30:46,thickness,3.095
Model024_LOT011,2024-09-01 09:30:46,temperature,15.7
Model024_LOT011,2024-09-01 09:30:46,humidity,86.1
Model024_LOT012,2025-04-25 22:31:46,thickness,5.375
Model024_LOT012,2025-04-25 22:31:46,temperature,76.9
Model024_LOT012,2025-04-25 22:31:46,humidity,57.7
Model025_LOT001,2025-02-22 19:53:46,thickness,3.747
Model025_LOT001,2025-02-22 19:53:46,temperature,66.4
Model025_LOT001,2025-02-22 19:53:46,humidity,85.5
Model025_LOT002,2024-11-17 00:49:46,thickness,7.488
Model025_LOT002,2024-11-17 00:49:46,temperature,25.5
Model025_LOT002,2024-11-17 00:49:46,humidity,83.6
Model025_LOT003,2025-03-19 10:36:46,thickness,8.117
Model025_LOT003,2025-03-19 10:36:46,temperature,77.8
Model025_LOT003,2025-03-19 10:36:46,humidity,23.7
Model025_LOT004,2024-10-14 17:25:46,thickness,7.917
Model025_LOT004,2024-10-14 17:25:46,temperature,79.9
Model025_LOT004,2024-10-14 17:25:46,humidity,46.7
Model025_LOT005,2024-11-08 21:05:46,thickness,7.431
Model025_LOT005,2024-11-08 21:05:46,temperature,32.5
Model025_LOT005,2024-11-08 21:05:46,humidity,77.2
Model025_LOT006,2024-09-12 04:25:46,thickness,1.429
Model025_LOT006,2024-09-12 04:25:46,temperature,62.7
Model025_LOT006,2024-09-12 04:25:46,humidity,21.7
Model025_LOT007,2024-12-11 09:42:46,thickness,5.072
Model025_LOT007,2024-12-11 09:42:46,temperature,56.1
Model025_LOT007,2024-12-11 09:42:46,humidity,25.5
Model025_LOT008,2024-12-17 11:44:46,thickness,1.978
Model025_LOT008,2024-12-17 11:44:46,temperature,35.3
Model025_LOT008,2024-12-17 11:44:46,humidity,43.4
Model025_LOT009,2025-04-07 19:17:46,thickness,7.749
Model025_LOT009,2025-04-07 19:17:46,temperature,42.6
Model025_LOT009,2025-04-07 19:17:46,humidity,40.9
Model026_LOT001,2025-06-18 19:39:46,thickness,6.009
Model026_LOT001,2025-06-18 19:39:46,temperature,43.9
Model026_LOT001,2025-06-18 19:39:46,humidity,84.7
Model026_LOT002,2024-12-01 14:28:46,thickness,1.207
Model026_LOT002,2024-12-01 14:28:46,temperature,42.7
Model026_LOT002,2024-12-01 14:28:46,humidity,72.7
Model026_LOT003,2025-06-09 09:30:46,thickness,3.14
Model026_LOT003,2025-06-09 09:30:46,temperature,60.9
Model026_LOT003,2025-06-09 09:30:46,humidity,51.2
Model026_LOT004,2025-03-06 09:58:46,thickness,4.308
Model026_LOT004,2025-03-06 09:58:46,temperature,16.6
Model026_LOT004,2025-03-06 09:58:46,humidity,89.4
Model026_LOT005,2025-07-13 17:38:46,thickness,7.233
Model026_LOT005,2025-07-13 17:38:46,temperature,72.4
Model026_LOT005,2025-07-13 17:38:46,humidity,75.4
Model026_LOT006,2024-11-21 05:55:46,thickness,6.387
Model026_LOT006,2024-11-21 05:55:46,temperature,32.0
Model026_LOT006,2024-11-21 05:55:46,humidity,35.6
Model026_LOT007,2025-07-23 22:08:46,thickness,7.559
Model026_LOT007,2025-07-23 22:08:46,temperature,51.2
Model026_LOT007,2025-07-23 22:08:46,humidity,28.1
Model026_LOT008,2024-10-28 15:31:46,thickness,8.295
Model026_LOT008,2024-10-28 15:31:46,temperature,80.6
Model026_LOT008,2024-10-28 15:31:46,humidity,88.2
Model026_LOT009,2025-03-09 08:11:46,thickness,8.192
Model026_LOT009,2025-03-09 08:11:46,temperature,58.9
Model026_LOT009,2025-03-09 08:11:46,humidity,72.2
Model026_LOT010,2024-10-07 17:47:46,thickness,3.51
Model026_LOT010,2024-10-07 17:47:46,temperature,31.8
Model026_LOT010,2024-10-07 17:47:46,humidity,42.8
Model026_LOT011,2025-03-22 02:12:46,thickness,2.67
Model026_LOT011,2025-03-22 02:12:46,temperature,62.8
Model026_LOT011,2025-03-22 02:12:46,humidity,92.9
Model026_LOT012,2025-08-11 13:28:46,thickness,7.744
Model026_LOT012,2025-08-11 13:28:46,temperature,75.9
Model026_LOT012,2025-08-11 13:28:46,humidity,20.1
Model026_LOT013,2025-02-15 11:43:46,thickness,0.154
Model026_LOT013,2025-02-15 11:43:46,temperature,37.2
Model026_LOT013,2025-02-15 11:43:46,humidity,66.2
Model027_LOT001,2024-09-02 15:41:46,thickness,0.438
Model027_LOT001,2024-09-02 15:41:46,temperature,72.6
Model027_LOT001,2024-09-02 15:41:46,humidity,80.5
Model027_LOT002,2025-02-16 16:43:46,thickness,4.941
Model027_LOT002,2025-02-16 16:43:46,temperature,58.6
Model027_LOT002,2025-02-16 16:43:46,humidity,34.1
Model027_LOT003,2025-06-18 18:25:46,thickness,5.424
Model027_LOT003,2025-06-18 18:25:46,temperature,20.0
Model027_LOT003,2025-06-18 18:25:46,humidity,66.1
Model027_LOT004,2024-09-15 00:05:46,thickness,4.759
Model027_LOT004,2024-09-15 00:05:46,temperature,45.1
Model027_LOT004,2024-09-15 00:05:46,humidity,62.9
Model027_LOT005,2024-10-03 01:48:46,thickness,2.308
Model027_LOT005,2024-10-03 01:48:46,temperature,34.4
Model027_LOT005,2024-10-03 01:48:46,humidity,27.6
Model027_LOT006,2025-05-11 07:14:46,thickness,5.692
Model027_LOT006,2025-05-11 07:14:46,temperature,64.6
Model027_LOT006,2025-05-11 07:14:46,humidity,28.2
Model028_LOT001,2025-08-06 06:50:46,thickness,8.482
Model028_LOT001,2025-08-06 06:50:46,temperature,21.1
Model028_LOT001,2025-08-06 06:50:46,humidity,66.8
Model028_LOT002,2025-01-06 10:04:46,thickness,8.203
Model028_LOT002,2025-01-06 10:04:46,temperature,42.7
Model028_LOT002,2025-01-06 10:04:46,humidity,60.2
Model028_LOT003,2025-03-23 20:08:46,thickness,3.836
Model028_LOT003,2025-03-23 20:08:46,temperature,52.1
Model028_LOT003,2025-03-23 20:08:46,humidity,67.8
Model028_LOT004,2024-09-23 11:37:46,thickness,4.243
Model028_LOT004,2024-09-23 11:37:46,temperature,23.0
Model028_LOT004,2024-09-23 11:37:46,humidity,29.7
Model028_LOT005,2025-01-07 08:35:46,thickness,4.508
Model028_LOT005,2025-01-07 08:35:46,temperature,27.3
Model028_LOT005,2025-01-07 08:35:46,humidity,44.7
Model028_LOT006,2025-05-04 07:05:46,thickness,1.075
Model028_LOT006,2025-05-04 07:05:46,temperature,41.7
Model028_LOT006,2025-05-04 07:05:46,humidity,50.7
Model028_LOT007,2025-03-03 20:39:46,thickness,6.342
Model028_LOT007,2025-03-03 20:39:46,temperature,83.9
Model028_LOT007,2025-03-03 20:39:46,humidity,65.7
Model028_LOT008,2025-07-17 22:14:46,thickness,6.045
Model028_LOT008,2025-07-17 22:14:46,temperature,60.2
Model028_LOT008,2025-07-17 22:14:46,humidity,70.3
Model028_LOT009,2024-11-23 06:44:46,thickness,6.139
Model028_LOT009,2024-11-23 06:44:46,temperature,34.9
Model028_LOT009,2024-11-23 06:44:46,humidity,85.4
Model028_LOT010,2024-09-23 16:24:46,thickness,1.426
Model028_LOT010,2024-09-23 16:24:46,temperature,35.6
Model028_LOT010,2024-09-23 16:24:46,humidity,80.1
Model028_LOT011,2025-03-02 23:45:46,thickness,5.146
Model028_LOT011,2025-03-02 23:45:46,temperature,44.1
Model028_LOT011,2025-03-02 23:45:46,humidity,74.1
Model028_LOT012,2024-11-07 20:37:46,thickness,7.588
Model028_LOT012,2024-11-07 20:37:46,temperature,60.0
Model028_LOT012,2024-11-07 20:37:46,humidity,93.7
Model028_LOT013,2025-03-08 05:02:46,thickness,9.717
Model028_LOT013,2025-03-08 05:02:46,temperature,24.1
Model028_LOT013,2025-03-08 05:02:46,humidity,57.9
Model028_LOT014,2025-03-08 17:05:46,thickness,0.127
Model028_LOT014,2025-03-08 17:05:46,temperature,52.7
Model028_LOT014,2025-03-08 17:05:46,humidity,36.5
Model028_LOT015,2024-09-30 17:48:46,thickness,7.504
Model028_LOT015,2024-09-30 17:48:46,temperature,65.5
Model028_LOT015,2024-09-30 17:48:46,humidity,70.2
Model028_LOT016,2025-03-30 12:12:46,thickness,7.228
Model028_LOT016,2025-03-30 12:12:46,temperature,46.2
Model028_LOT016,2025-03-30 12:12:46,humidity,82.0
Model028_LOT017,2025-01-21 04:54:46,thickness,1.603
Model028_LOT017,2025-01-21 04:54:46,temperature,49.7
Model028_LOT017,2025-01-21 04:54:46,humidity,91.5
Model028_LOT018,2024-12-08 18:30:46,thickness,9.764
Model028_LOT018,2024-12-08 18:30:46,temperature,34.0
Model028_LOT018,2024-12-08 18:30:46,humidity,51.9
Model029_LOT001,2025-07-30 05:11:46,thickness,4.984
Model029_LOT001,2025-07-30 05:11:46,temperature,47.2
Model029_LOT001,2025-07-30 05:11:46,humidity,90.0
Model029_LOT002,2024-10-11 08:46:46,thickness,1.19
Model029_LOT002,2024-10-11 08:46:46,temperature,21.4
Model029_LOT002,2024-10-11 08:46:46,humidity,20.1
Model029_LOT003,2025-07-09 05:51:46,thickness,9.861
Model029_LOT003,2025-07-09 05:51:46,temperature,61.3
Model029_LOT003,2025-07-09 05:51:46,humidity,45.3
Model029_LOT004,2025-07-13 03:27:46,thickness,2.149
Model029_LOT004,2025-07-13 03:27:46,temperature,62.7
Model029_LOT004,2025-07-13 03:27:46,humidity,57.3
Model029_LOT005,2025-01-18 10:11:46,thickness,2.968
Model029_LOT005,2025-01-18 10:11:46,temperature,41.3
Model029_LOT005,2025-01-18 10:11:46,humidity,52.2
Model029_LOT006,2025-06-01 23:40:46,thickness,8.176
Model029_LOT006,2025-06-01 23:40:46,temperature,59.3
Model029_LOT006,2025-06-01 23:40:46,humidity,82.9
Model029_LOT007,2025-08-06 17:54:46,thickness,4.853
Model029_LOT007,2025-08-06 17:54:46,temperature,61.4
Model029_LOT007,2025-08-06 17:54:46,humidity,66.2
Model029_LOT008,2025-07-22 19:08:46,thickness,1.125
Model029_LOT008,2025-07-22 19:08:46,temperature,22.0
Model029_LOT008,2025-07-22 19:08:46,humidity,46.0
Model029_LOT009,2025-06-02 01:50:46,thickness,1.568
Model029_LOT009,2025-06-02 01:50:46,temperature,20.4
Model029_LOT009,2025-06-02 01:50:46,humidity,39.9
Model030_LOT001,2025-04-17 22:42:46,thickness,4.848
Model030_LOT001,2025-04-17 22:42:46,temperature,72.5
Model030_LOT001,2025-04-17 22:42:46,humidity,87.4
Model030_LOT002,2024-10-26 08:31:46,thickness,6.725
Model030_LOT002,2024-10-26 08:31:46,temperature,36.7
Model030_LOT002,2024-10-26 08:31:46,humidity,74.7
Model030_LOT003,2025-02-19 01:46:46,thickness,0.562
Model030_LOT003,2025-02-19 01:46:46,temperature,15.6
Model030_LOT003,2025-02-19 01:46:46,humidity,35.0
Model030_LOT004,2025-08-01 20:18:46,thickness,9.64
Model030_LOT004,2025-08-01 20:18:46,temperature,39.8
Model030_LOT004,2025-08-01 20:18:46,humidity,82.8
Model030_LOT005,2024-09-05 15:44:46,thickness,6.872
Model030_LOT005,2024-09-05 15:44:46,temperature,28.3
Model030_LOT005,2024-09-05 15:44:46,humidity,94.1
Model030_LOT006,2024-11-01 13:44:46,thickness,1.486
Model030_LOT006,2024-11-01 13:44:46,temperature,26.7
Model030_LOT006,2024-11-01 13:44:46,humidity,88.7
Model030_LOT007,2024-10-18 13:20:46,thickness,2.313
Model030_LOT007,2024-10-18 13:20:46,temperature,37.8
Model030_LOT007,2024-10-18 13:20:46,humidity,53.3
Model030_LOT008,2025-02-11 21:38:46,thickness,5.478
Model030_LOT008,2025-02-11 21:38:46,temperature,44.8
Model030_LOT008,2025-02-11 21:38:46,humidity,85.9
Model030_LOT009,2025-08-18 23:54:46,thickness,6.385
Model030_LOT009,2025-08-18 23:54:46,temperature,49.6
Model030_LOT009,2025-08-18 23:54:46,humidity,32.0
Model030_LOT010,2025-04-05 20:18:46,thickness,9.457
Model030_LOT010,2025-04-05 20:18:46,temperature,57.5
Model030_LOT010,2025-04-05 20:18:46,humidity,53.0
Model030_LOT011,2024-08-31 08:25:46,thickness,6.835
Model030_LOT011,2024-08-31 08:25:46,temperature,33.2
Model030_LOT011,2024-08-31 08:25:46,humidity,36.4
Model030_LOT012,2025-01-02 03:20:46,thickness,5.085
Model030_LOT012,2025-01-02 03:20:46,temperature,43.7
Model030_LOT012,2025-01-02 03:20:46,humidity,60.4
Model030_LOT013,2025-08-28 16:03:46,thickness,8.569
Model030_LOT013,2025-08-28 16:03:46,temperature,61.5
Model030_LOT013,2025-08-28 16:03:46,humidity,70.0
Model030_LOT014,2024-09-20 08:42:46,thickness,1.983
Model030_LOT014,2024-09-20 08:42:46,temperature,47.1
Model030_LOT014,2024-09-20 08:42:46,humidity,73.1
Model030_LOT015,2025-01-10 04:14:46,thickness,5.252
Model030_LOT015,2025-01-10 04:14:46,temperature,82.4
Model030_LOT015,2025-01-10 04:14:46,humidity,82.1
Model030_LOT016,2024-09-05 01:01:46,thickness,6.407
Model030_LOT016,2024-09-05 01:01:46,temperature,84.6
Model030_LOT016,2024-09-05 01:01:46,humidity,21.9
Model030_LOT017,2024-10-09 08:55:46,thickness,8.675
Model030_LOT017,2024-10-09 08:55:46,temperature,43.7
Model030_LOT017,2024-10-09 08:55:46,humidity,38.6
Model030_LOT018,2025-08-25 11:40:46,thickness,3.396
Model030_LOT018,2025-08-25 11:40:46,temperature,51.4
Model030_LOT018,2025-08-25 11:40:46,humidity,82.6
Model030_LOT019,2024-11-20 15:42:46,thickness,6.851
Model030_LOT019,2024-11-20 15:42:46,temperature,25.9
Model030_LOT019,2024-11-20 15:42:46,humidity,49.6
Model030_LOT020,2025-04-18 01:22:46,thickness,4.019
Model030_LOT020,2025-04-18 01:22:46,temperature,61.5
Model030_LOT020,2025-04-18 01:22:46,humidity,73.5
Model030_LOT021,2024-11-08 20:07:46,thickness,2.482
Model030_LOT021,2024-11-08 20:07:46,temperature,22.2
Model030_LOT021,2024-11-08 20:07:46,humidity,49.4
Model030_LOT022,2025-06-17 10:06:46,thickness,0.751
Model030_LOT022,2025-06-17 10:06:46,temperature,40.9
Model030_LOT022,2025-06-17 10:06:46,humidity,83.8
Model030_LOT023,2025-07-15 04:02:46,thickness,3.025
Model030_LOT023,2025-07-15 04:02:46,temperature,83.9
Model030_LOT023,2025-07-15 04:02:46,humidity,75.4
Model031_LOT001,2024-12-16 00:24:46,thickness,6.507
Model031_LOT001,2024-12-16 00:24:46,temperature,55.1
Model031_LOT001,2024-12-16 00:24:46,humidity,52.8
Model031_LOT002,2025-04-01 22:35:46,thickness,0.245
Model031_LOT002,2025-04-01 22:35:46,temperature,44.9
Model031_LOT002,2025-04-01 22:35:46,humidity,59.9
Model031_LOT003,2024-10-02 19:11:46,thickness,3.95
Model031_LOT003,2024-10-02 19:11:46,temperature,57.1
Model031_LOT003,2024-10-02 19:11:46,humidity,56.6
Model031_LOT004,2025-04-03 11:06:46,thickness,6.806
Model031_LOT004,2025-04-03 11:06:46,temperature,34.0
Model031_LOT004,2025-04-03 11:06:46,humidity,58.0
Model031_LOT005,2025-06-15 02:13:46,thickness,1.287
Model031_LOT005,2025-06-15 02:13:46,temperature,75.9
Model031_LOT005,2025-06-15 02:13:46,humidity,74.0
Model031_LOT006,2025-07-01 03:12:46,thickness,8.795
Model031_LOT006,2025-07-01 03:12:46,temperature,47.7
Model031_LOT006,2025-07-01 03:12:46,humidity,41.1
Model031_LOT007,2024-10-19 03:11:46,thickness,9.362
Model031_LOT007,2024-10-19 03:11:46,temperature,27.3
Model031_LOT007,2024-10-19 03:11:46,humidity,36.8
Model031_LOT008,2025-03-05 04:19:46,thickness,1.884
Model031_LOT008,2025-03-05 04:19:46,temperature,21.7
Model031_LOT008,2025-03-05 04:19:46,humidity,34.5
Model031_LOT009,2025-02-02 13:27:46,thickness,2.44
Model031_LOT009,2025-02-02 13:27:46,temperature,69.0
Model031_LOT009,2025-02-02 13:27:46,humidity,67.4
Model031_LOT010,2024-11-28 12:12:46,thickness,2.738
Model031_LOT010,2024-11-28 12:12:46,temperature,64.1
Model031_LOT010,2024-11-28 12:12:46,humidity,90.7
Model031_LOT011,2024-12-04 23:49:46,thickness,9.294
Model031_LOT011,2024-12-04 23:49:46,temperature,56.0
Model031_LOT011,2024-12-04 23:49:46,humidity,64.3
Model031_LOT012,2025-07-23 10:32:46,thickness,7.017
Model031_LOT012,2025-07-23 10:32:46,temperature,48.4
Model031_LOT012,2025-07-23 10:32:46,humidity,64.4
Model031_LOT013,2025-04-04 03:27:46,thickness,4.468
Model031_LOT013,2025-04-04 03:27:46,temperature,57.4
Model031_LOT013,2025-04-04 03:27:46,humidity,72.2
Model031_LOT014,2025-04-04 01:25:46,thickness,2.314
Model031_LOT014,2025-04-04 01:25:46,temperature,26.0
Model031_LOT014,2025-04-04 01:25:46,humidity,60.5
Model031_LOT015,2025-04-12 16:30:46,thickness,0.645
Model031_LOT015,2025-04-12 16:30:46,temperature,67.4
Model031_LOT015,2025-04-12 16:30:46,humidity,22.1
Model032_LOT001,2025-05-06 00:46:46,thickness,3.7
Model032_LOT001,2025-05-06 00:46:46,temperature,71.7
Model032_LOT001,2025-05-06 00:46:46,humidity,36.8
Model032_LOT002,2025-03-04 07:31:46,thickness,4.497
Model032_LOT002,2025-03-04 07:31:46,temperature,44.0
